,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
711,Bren,4,"I picked this up to slam into my s3 phone & it works greatif you are thinking about it for that just order it.If you have an s3, 64 gig is the largest card it will support",19-04-2014,233,0,0,0,0,0,0
712,Bren,1,"This does not appear to work with the Samsung Galaxy S3.  It worked for a few weeks, then my phone started giving me ""Unexpected Unmounted SD Card"" error messages.  After a bit of searching, people seem to agree that the S3 and Sandisk micro SD cards do not work together.",14-12-2012,724,1,1,2,0,0.5,0.094531206
713,Brennan,5,I put this into my new tablet before I went on a long road trip and I was able to watch a few movies off of it during a 12 hour bus ride.,26-03-2014,257,0,0,0,0,0,0
714,brent8577,2,"this card would not show 64 GB until i spent $60 on a card reader that supports sdxc, and after doing that, it is transferring at class 1 speed. i managed to get it formatted in FAT32 with 59 GB free for my Cowon J3, but it's taking 10 hours to transfer 30 GB to it. i got a refund because this is not the service and quality i paid for. i just hope the music lists on my PMP when i turn it on tomorrow. i have it in the microSDXC slot of the AFT PRO-57U, which is connected to a Syba VIA VL800 USB 3.0 card. feel free to tell me i am doing it wrong and how to get class 10 speed.UPDATE: the transfer finished, but the data does not show in my Cowon J3, so the early versions that worked are gone. do not buy these for a device that is not SDXC specific because they have changed something in them.",24-09-2012,805,0,0,0,0,0,0
715,Brent Bolinder,5,"I purchased this card for my parent's ASUS Transformer Tablet as a Christmas gift.  It installed with no issues and they love it.  I made the mistake of buying a no name SD card for my tablet (Motorola Xoom) previously and had to return it as my tablet didn't recognize it.  The SanDisk brand is excellent quality.  I guess it just goes to show you, you get what you pay for.  The Amazon price is good.  Never again will buy cheap for a memory card.",03-05-2013,584,0,0,0,0,0,0
716,Brent L,5,l went With the largest Capacity that my Camera Could handled.  Don't skimp on memory .  You really do get what you pay for when it Comes to memory. All memory cards are not created equal.  I trust SanDisk. That's why I'm willing to pay a little bit more.,07-08-2014,123,0,0,0,0,0,0
717,Brent Merwin,5,"Bought this for my sons tablet, and it works fine. Sandisk has always been the leader in these flash memory cards, and has always been well worth the money.",18-12-2012,720,0,0,0,0,0,0
718,brenton,5,"Fast, reliable, good brand name and customer service, top of line product. One thing to note is if you don't have a high end device then you don't need a class 10, a class 4 or 6 will yield you the same results. So keep that in mind.",27-12-2012,711,0,0,0,0,0,0
719,Bret Peters,5,"Seems to be fast. I use it in a Galaxy note for media storage, and it seems to move files as well as any USB stick.",06-03-2014,277,0,0,0,0,0,0
720,Brett D,5,"Ever since my SanDisk Ultra 64GB Micro SDXC card arrived, my life has been pure bliss.  Not only am I finally able to carry vast amounts of music, movies, and TV shows with me on my Samsung Galaxy Note 8, but my car now gets 14 more MPG, my landlord LOWERED my rent $300, I got a promotion at work, and my cat no longer sheds on the furniture!",18-11-2013,385,1,1,2,0,0.5,0.094531206
721,"Brett East ""Prime is GOOD""",5,"Not going to go on a rant about apple, but sure glad other phones allow these TINY slots that quadruples the memory. I drop and dragged tons of my music to the SD card and Android just finds it automatically and adds it to your list of music.",14-09-2013,450,0,0,0,0,0,0
722,Brett in Denver,4,"The description on the Amazon page calls this a class 10 card with UHS-1 performance.  And while technically correct, (Full HD 1080p recording). You would expect more performance in the Sequential Write speeds.  It actually doesn't even hit the class 10 speed unless you round up (9.951 MB/s).  I have 2 of these cards and they both report the same speed.  My Kingston 8GB SDHC Class 4 writes at 11.854 MB/s.  Now keep in mind the Sandisk beats the other cards in the random reads and writes.  So maybe the design for those faster random reads and writes causes the sequential writes to run slower than expected.  Here is the test for the San Disk followed by the Kingston-----------------------------------------------------------------------CrystalDiskMark 3.0.2 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Sandisk Ultra 16GB Class 10 Micro SDHC (UHS I Speed?)* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.651 MB/sSequential Write :  9.951 MB/sRandom Read 512KB :  20.191 MB/sRandom Write 512KB :  2.628 MB/sRandom Read 4KB (QD=1) :  3.656 MB/s [  892.5 IOPS]Random Write 4KB (QD=1) :  1.665 MB/s [  406.4 IOPS]Random Read 4KB (QD=32) :  3.293 MB/s [  803.9 IOPS]Random Write 4KB (QD=32) :  1.618 MB/s [  395.0 IOPS]Test : 1000 MB [F: 0.0% (0.0/14.8 GB)] (x1)Date : 2013/03/26 21:28:09OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)=======================================================================-----------------------------------------------------------------------CrystalDiskMark 3.0.2 x64 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Kingston 8GB SDHC Class 4* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.287 MB/sSequential Write :  11.854 MB/sRandom Read 512KB :  19.925 MB/sRandom Write 512KB :  1.728 MB/sRandom Read 4KB (QD=1) :  3.747 MB/s [  914.7 IOPS]Random Write 4KB (QD=1) :  0.017 MB/s [  4.2 IOPS]Random Read 4KB (QD=32) :  3.684 MB/s [  899.5 IOPS]Random Write 4KB (QD=32) :  0.017 MB/s [  4.3 IOPS]Test : 1000 MB [F: 53.3% (4047.8/7592.0 MB)] (x1)Date : 2013/03/27 10:48:56OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)",27-03-2013,621,2,0,2,2,1,0.342380228
723,Brett Kerigan,5,"I haven't experienced any issues with this card yet.I got it for a very good price and am very happy with it. My last Micro SD card failed on me after a few months of use and I lost everything I had (nothing was recoverable...)This one, though seems to work perfectly as designed and I haven't had an issue with it yet.Five stars because it does what I expect it to do and hasn't failed me.",24-03-2014,259,0,0,0,0,0,0
724,Brian Bailey,5,"Bought this 64gb micro SD for my galaxy S3 32gb smart phone.  Not only did it increase the size of my memory greatly,  the speed is noticeably better then the 16gb unit that came with my old DROID X smartphone.  I've put a thousand songs,  many pictures,  moved many apps to this storage unit and still have many gigs left both on my main phones memory and  memory card.  I will not purchase any smartphone that doesn't offer SD expansion,  and look forward to the next step to 128gb or higher.",11-07-2013,515,0,0,0,0,0,0
725,Brian C.,4,These are great little cards and are very fast. The only thing I hate about microSD is that they are so dang small and the slots are spring loaded. I have lost a couple from them shooting across the room.,29-04-2014,223,0,0,0,0,0,0
726,Brian Ginett,4,I use the phone with this card in combination with an Eye-Fi Mobi card  to back up photos when I'm in the field.,08-04-2013,609,0,0,0,0,0,0
727,"Brian Gould ""I am a Sci-Fi tech guy with a lo...",5,"This MicroSD card made for a great upgrade for my Galaxy S 3's storage capacity.  The card performs efficient read/writes and is giving my phone the kind of data storage I never thought I'd have.  If anyone is looking for enough storage space on their phone or tablet for a large amount of pictures, video's, apps, or even document files, this may be exactly what you're looking for.",24-09-2013,440,0,0,0,0,0,0
728,"Brian Hammerman ""brian""",5,so fr it been great  i need it for my not 0. 2014 table  too bad it cost so much but  it is what it is,16-02-2014,295,0,0,0,0,0,0
729,Brian,5,"I bought this for my Samsung Galaxy Note 2.  It works perfectly with no strange behavior, great speed, and the SanDisk name to back it up.  Very happy with this purchase and highly recommend.",05-07-2014,156,0,0,0,0,0,0
730,brian,5,"I have only had this card for a month so far so good. Just got a new phone card no longer needed for that I am now using it for my camera, works great for that it is older Cannon Elph 5 MP and i get 1000 PICs wiith this card.. read writes speeds are great in both phone and camera.",16-02-2014,295,0,0,0,0,0,0
731,Brian,5,"initially bought for a tablet, ended up using in my nikon camera. More storage, so I can't complain! Sandisk has always been a high quality and dependable storage solution for my electronics.",07-06-2014,184,0,0,0,0,0,0
732,Brian Higgs,4,I added this to my Samsung S3 32gb phone and it works great. I can store most of my music for when i travel. I will nevery have to listen to the same thing on a signal trip.,18-01-2013,689,0,0,0,0,0,0
733,BrianInNC,5,"it works and it is just as fast as it is supposed, stores pictures as fast as I can click.",07-12-2013,366,0,0,0,0,0,0
734,Brian J. Mcmahon,5,I use this in an ASUS Android tablet. I've had no problems using it to transfer data between the tablet and PC. No trouble with storage errors either.,04-06-2014,187,0,0,0,0,0,0
735,Brian J. Rueger,5,"Does exactly what it is supposed to do.  I cannot think of any complaints.  Other than it is very small......  Be very careful.  I am glad they put some red on this - makes it easier to find if you should drop it,",01-05-2014,221,0,0,0,0,0,0
736,Brian K. Jacobi,5,for my note pro.  note pro says 29.71 GB available...the mysterious 2.29 GB black hole strikes again.,07-01-2014,335,0,0,0,0,0,0
737,"Brian ""LabRat""",5,"Great fast storage. Works great as my Galaxy S4 storage card. You can always rely on sandisk products. Pay a little more sometimes, but worth it.",02-02-2014,309,0,0,0,0,0,0
738,Brian LaCount,5,Using this is my Surface Pro. Works great. &#128522; You have to Love Amazon,07-05-2014,215,0,0,0,0,0,0
739,brian longggg,5,"its soooooo fast and gives you alot of space, and i love the free app it comes with you can control all the data on the device and sd card. just pop it in and go to settings. i reccomend this to everyone",19-07-2013,507,1,0,1,1,1,0.206549314
740,Brian McL,5,"They work great and I haven't had any issues with these cards.  I don't like using the adapters, but in a pinch I also used this in my Canon HS300 camera for 1080 video and photos with no issue.  They have very fast read/write speeds and have been quite reliable so far for me.",18-06-2013,538,0,0,0,0,0,0
741,Brian Miller,5,I have had this for about a year and it has worked flawlessly.  I use it add to the capacity of my MacBook Air and it has given me 50% more storage space.  Great product.,14-02-2014,297,0,0,0,0,0,0
742,Brian Nguyen,5,"I bought this memory card the day I received my Samsung Galaxy S4. It arrived in two days via Prime, plugged it in and formatted. It offers 59.45 GBs of usable space. Being that the card is Class 10, reads are super fast and writes are great. UHS-1 is, sadly, mostly only supported by DSLRs, so most smartphones and devices won't take advantage of the super, super speed, but nonetheless, the card is fast.This card has lots of storage, affordable, transfers and reads fast. I'd recommend this for people who carry a lot of media, such as music and videos.",07-06-2013,549,0,0,0,0,0,0
743,Brian Novak,5,"i got this for my GoPro hero3 and so far its working great. The GoPro's really eat up the flash memory so I bought 3 of the 32 GB models. i suggest that unless you are going on a particularly long scuba dive or adventure, you should get the 32 GB over the 64 GB cards as it spreads out the risk of any one card failure causing loss of all your videos.",29-09-2013,435,0,0,0,0,0,0
744,Brians Audio,5,This Micro SD card works great. I even formatted it to FAT32 to use in my car for my TV headunit and have had no issues. Plus when i bought it it was down to 34.99 from 50.00. Great deal. I recommend setting an alert on www . camel camel camel . com so you get the best price.,12-09-2013,452,0,0,0,0,0,0
745,Brian Sirimaturos,5,Card works great and I use it for our GoPro Hero 3 exclusively.  No issues at all while on a Yellowstone trip,29-07-2013,497,0,0,0,0,0,0
746,Brian Sixbey,5,"I wanted to increase the capacity of my tablet (Lenovo K1). To be sure it was at full capacity (call me paranoid), I checked it on my computer. Then, I moved some files on and off. This is one speed demon!",22-11-2012,746,0,0,0,0,0,0
747,Brian Tvenstrup,5,"I use this card in a Galaxy Note 10.1 and I have been very pleased with its performance.  It is noticeably faster than the class 4 card I replaced.  I use it for storing (and then watching) movies, and it plays them back with no observable buffering time.  It is also fast for writing photos or videos that I shoot using the camera on the tablet.  And the cost was among the lowest for cards of this storage size and speed class.",02-09-2013,462,0,0,0,0,0,0
748,Briareos,5,Honestly I just don't care anymore. If this thing works as intended then I suppose its fast to me. Get it.,16-06-2014,175,0,0,0,0,0,0
749,BridgeImages,5,I really wouldn't know how to rate a chip except to say that it works.  It is obviously slower than a USB 3.0 flash drive but it is working well in my Asus T100.  I use it as my D:\drive for all data and scripts.,14-02-2014,297,0,0,0,0,0,0
750,"Brier Bear ""Robert""",5,"Used in new smart phone, seems to be working well so far. Three months on the clock. Time will tell re durability.",11-06-2013,545,0,0,0,0,0,0
751,"Brinkman242 ""Brinkman242""",5,"The only memory I use for most devices.  Have never had one fail, whether it be this microSDHC, compact flash, SD, flash drives, etc.  Great company.",23-02-2013,653,0,0,0,0,0,0
752,brockap,5,"Got this card for my Surface RT, which, BTW is the worst tablet ever. No problems gets and it recognized it as soon as I put it in.",20-09-2013,444,0,0,0,0,0,0
753,Broken,5,"I had been using a no name micro SD card in my phone for a while now. It was made by 3C, but it was 16GB and class 10 for really cheap. It actually didn't give me any problems at all so would buy another one in a heartbeat.Anyways, my son wanted more games on his PSP (my PSP actually) so I used that 16GB card there with an adapter so I was in the market for a new card.I got this card because I trust the SanDisk brand, it was 32GB, and the price was cheaper than most. I plugged it in my phone and have not had a problem at all. I can't tell you anything specifically positive, but that is okay in my book considering it means I don't have anything negative to say either. No news is good news sometimes. Everything is smooth and there are no issues. I would buy this card again, recommend it to anybody who needs one, or buy a larger size from them when the time eventually comes.",07-03-2013,641,0,0,0,0,0,0
754,brooklou,5,I bought this to expand the memory in my HTC Evo 4G LTE phone. Works great and the adapter is a nice touch.,03-06-2013,553,0,0,0,0,0,0
755,Bruce Chua,4,"Purchased it for use on my Samsung Tab 2 as well as my Note 3.The msd card came with 3 possible formatting : NTFS / FAT /exFAT. The default is exFAT, and there seemed to be some comments saying that certain devices might not be able to read exFAT.Being the smart alec I am, i decided to format it to NTFS, assuming that my android devices will work with it. Tab2 was not able to read NTFS, and I had to reformat it back to FAT in order to get it work.Subsequently, I tried using those USB-SD card reader (those that looks like a tiny usb drive)and realised that apparently the SD card formatting is too new, and it simply will not register as 64GB, but can only read up to 32GB.Have not tried on Note 3 yet, but should work seeing that the technology is pretty on par.",20-12-2013,353,0,0,0,0,0,0
756,Bruce E. Harang,5,These ultra SanDisk memory cards work perfectly and for photo work in high pixel count cameras cycle extremely quickly. The,07-06-2013,549,0,0,0,0,0,0
757,Bruce/Emily,5,"Glad I purchased this item for use with my Samsung Galaxy s3, Im able to record video in HD or store almost anything you'd wanna have on your cell phone or etc..",18-05-2013,569,0,0,0,0,0,0
758,Bruce,5,Also fast .. Not much more I can say. I bought two.Would buy again and would recommend to u all,16-10-2013,418,0,0,0,0,0,0
759,Bruce,5,"I bought this an formatted it to FAT32 so I can use it in a devices that say they only allow 32GB card.  To do this you must find a program that will format card above 32GB into FAT32.  Windows will not format anything 32GB and higher in FAT32, so try this site for a program to do it in:  [...]",03-08-2013,492,0,0,0,0,0,0
760,Bruce,5,I have recently purchased a Samsug Galaxy tablet. The SanDisk 32 Gb. Memory Card was an excellent addition to the already powerful tablet PC.,03-12-2014,5,0,0,0,0,0,0
761,Bruce,5,I use this with my Go Pro Hero 3 Black edition and it works great!  Get it! Buy it! Its definitely worth it!,23-03-2013,625,0,0,0,0,0,0
762,"Bruce M OBrien ""Bruce""",5,No comment - bought for a friend.  No comment - bought for a friend  No comment - bought for a friend.,12-11-2012,756,0,1,1,-1,0,0
763,Bruce Sobocinski,5,Works awesome in my galaxy s3. Fast as could be and so much storage for music and pictures. Copys music in record time! Love the price and the product.,02-07-2013,524,1,0,1,1,1,0.206549314
764,Bruni,5,"I bought it for my wife's Samsung Galaxy SIII.  I wanted something reliable so she can store music, videos, photos.I do recommend it to family and friends.",09-10-2013,425,0,0,0,0,0,0
765,brunobv,5,"Using it on a Canon 6D. No camplains at all. Really fast access. The adapter itself is not at same level, even though. Bad connection, had to use a previous adapter that I already had.",06-11-2013,397,0,0,0,0,0,0
766,Bruno Richard Hauptmann,5,"I use SanDisk SDHC cards in my Nikon cameras. I am using this one in a SANSA ZIP CLIP which is an MP3 player.  I am very happy.Cons:  none that I can think ofPros: Fast memory, small form factor, and excessively inexpensive ($18 for 32GB)",27-06-2014,164,0,0,0,0,0,0
767,Brusso,5,Perfect for our GoPro.  We haven't &#34;maxed&#34; it out yet so I'm not sure how much video it will hold but we've been using it for a while now & haven't had any issues with it getting full fast.,25-02-2013,651,0,0,0,0,0,0
768,Bruuce,5,This is a great little card. No problems. I haven't done any benchmarking but everyday use is quick and flawless.,07-04-2013,610,0,0,0,0,0,0
769,"Bryan Cass ""Bee Ry Boogy""",5,Quick and easy -- just insert into SD slot and gives you about 32 GB of external storage.  I like it.,02-03-2014,281,0,1,1,-1,0,0
770,Bryan,5,"Great card at a great price.  Hard to believe something so small could hold so much data.  I got this to use with my new MacBook Pro with a &#34;reduced profile&#34; adaptor.  The adaptor didn't fit so well, but works great in my raspberry pi.  The card I just use as a normal one for now.",02-09-2014,97,0,0,0,0,0,0
771,Bryan Kite,5,"I have no issues with this card, and my phone now boots much faster than before with my old 8gb class 4 card.",19-12-2012,719,0,0,0,0,0,0
772,Bryan Lo,5,Id say that this product is a steal! Now i am able to expand the storage size of my tablet to add more hd movies!,26-12-2012,712,0,0,0,0,0,0
773,Bryan M. Alegria,4,i used it on my sony as15. been using it for almost a month now and i have yet to encounter any problem,26-08-2013,469,0,0,0,0,0,0
774,Bryan Minos,5,I put this in my tablet to store pictures and video. It does alot better than the class 4 I was using. Becuse I already had it in my junk drawer.,08-03-2013,640,0,0,0,0,0,0
775,Bryan Thornhill,4,This super micro SD card was required for the Sony Action Cam that I bought for use with my Phantom quad copter. Super small and therefore easy to misplace. I like my CF cards I use for my cameras because you can hold on to them better. I like sandisk products as that's all I use.,19-06-2013,537,0,0,0,0,0,0
776,bshaf,4,"Price was right, shipping quick, Class 10 card for HD video in my GoPro.Hard to rate it since memory cards are pretty much memory cards. Nothing jumps out as excellent so that is why 4 of 5.",04-10-2013,430,0,0,0,0,0,0
777,"B. Thorp ""Moo""",4,"I've gotten four of these for both of my Nikon D7000's and have had little bit of an issue with the adapter cards being out of spec and sticking in the Nikon Camera SD Slots, and one of my card readers. Sure enough, i sanded one down carefully and it fit perfectly.Performance wise, these things scream over regular Class 10 or Class 6 cards and perform nearly excellent. I cant complain other than I wish they were faster, but I'm not getting that for a while at $23 per card.",11-02-2013,665,1,0,1,1,1,0.206549314
778,Buckaroo,4,This memory is the right price and it worked right from the start.I think this is a good deal and good memory.Works fine in Note 2,14-12-2012,724,0,0,0,0,0,0
779,bucketofroses,5,"Awesome! So much space, and it works with my phone, all i could ask for! Comes in extremely handy. Thank you SanDisk!",18-06-2013,538,0,0,0,0,0,0
780,budchevy358,5,I bought this for my Samsung GS4 and it is working quite well. I have had it for several months without issues. I do not know how it performs vs what is advertised but for my purposes I don't care as much. It seems to load quickly on my phone as well as saving files.,02-07-2014,159,0,0,0,0,0,0
781,Budman,5,"Super fast and lots of storage! I can fit months worth of Music, App's and eBook's on it with room to go!",06-03-2013,642,0,0,0,0,0,0
782,Buffalo Nichols,5,"SanDisk does not disappoint, this is exactly as described, arrived on time and is plenty of storage for all my photos, music playlists, and still leaves room for movies as well.",04-07-2013,522,0,0,0,0,0,0
783,BuffaloPhil,5,I had an old Class 4 Kingston card in my phone and the thing just dragged when transferring music or photos. I finally decided I had enough with Class 4 and went looking for a reliable Class 10 card. This SanDisk does the trick. Now music and photo transfers fly like the wind. I can move over a FLAC album in about 30 seconds to my Droid Razr MAXX with no interruptions like I had on my Class 4 card.,23-09-2013,441,0,0,0,0,0,0
784,bugsmm,4,"I bought this card as an addition to my 32 GB Galaxy Note 3. I have well over 32 GB that I use for music with scads left over for apps and movies. You may never need this much space, but some of you are like me and we WANT this much space. With my 3.0 USB the transfer speeds are very adequate. Can't wait for the 256 GB ;)",23-06-2014,168,0,0,0,0,0,0
785,"buk_reader ""charlie""",5,"This memory has proved to be quick and reliable.  I'm using it as a second drive in my Win 8 tablet, but might swap it to my camera where the transfer speed would be appreciated more often.",22-03-2014,261,0,0,0,0,0,0
786,bulgot,4,"stil not getting the write speed as I need, but considering the cost /capacity /speed it is a good card!",25-01-2014,317,0,0,0,0,0,0
787,Bumqui,5,"Bought two separately.1) One was a frustration free package one was apparently a frustrating package. Both came in similar packages stuffed in large yellow envelopes. Don't really see the difference between the frustration free and frustrating one. The frustrating one just required scissors, no real attempt of making it a &#34;greener&#34; package was really attempted (that I could tell), nor did it matter since it was put into a giant envelope anyway.2) One was sent USPS, the other ParcelPool. I've had bad experiences before with ParcelPool (as have many people apparently) but I guess Amazon gave them an earful because it actually arrived on time this time. The &#34;tracking&#34; for ParcelPool is still a huge joke though.3) Actual product: it's a MicroSD card, it does exactly what it's supposed to do. No problems with it.",29-01-2014,313,0,0,0,0,0,0
788,burji,5,"memory cards best in world. The memory card completely corresponds to the description. I am happy, my smartphone is happy, my tablet is happy. amazon thanks",12-12-2013,361,0,0,0,0,0,0
789,Buster,4,"It's been a month now with this SDCard in my phone.  I transfer an average of 3GB of data to and from the device per week.  The SDCard is holding just fine.  Where most tend to crap out or cause problems, this has yet to do it.",02-04-2014,250,0,0,0,0,0,0
790,Buyer,5,This is the real deal. There are fakes out there and this is NOT one of them. This shipped directly from SanDisk Corporation! When purchasing from Amazon and the seller is different you never know what you may receive and they (the seller) are not always aware of fakes so you have to contact SanDisk to provide the serial code number off the card or send a pic to them so they may authenticate it. It's nice to not have to do that for a change! Checked the partition and it's correct. Also confirmed this card ir read by LG Optimus G Pro on AT&T network.,30-09-2013,434,0,0,0,0,0,0
791,"BuyItOnce ""Just_Slightly_Geeky""",4,"Sandisk is the premier brand in flash memory and this card came at a good price. Speeds are fast enough to work inside of my 1080p dashcam and has been running consistently for a few weeks now. Good brand, speeds as advertised, and reliable so far. No complaints.",18-12-2013,355,0,0,0,0,0,0
792,bv,5,. . . . . . . . . . . . . . . no issues till date so happy,18-01-2013,689,0,0,0,0,0,0
793,B. Walls,5,Plugged into my new Surface Pro and works great!  No issues or hassle.  Good price and low cost for adding additional storage.,14-02-2013,662,0,0,0,0,0,0
794,B. Weigel,5,Great little card. Will allow 1080p recording on my note 3 phone. Frustration free packaging is genius. Make sure your device supports the high capacity card before ordering.,03-07-2014,158,0,0,0,0,0,0
795,BW,5,I got this to expand the storage in my Microsoft Surface and it works great. I can quickly transfer data on to it and then pop it out and put it into my desktop or phone. Definitely recommend if you need big storage for your mobile device.,17-03-2013,631,0,0,0,0,0,0
796,B. Wilson,5,"Bought 1 to expand capacity on a Galaxy S3, and another to expand capacity on a Galaxy S4. Have used the one for the GS3 for about a year, and the one for the GS4 about a month. Both have worked without any problems, and are fully recognized by the devices. The GS3 was rooted a couple of months ago and is running LiquidSmooth. Still no issues. Very good card. I highly recommend SanDisk.",09-07-2013,517,0,0,0,0,0,0
797,bwolcott,5,Works as it should and have not had any issues with it so far. I also was able to purchase it here for much less then Wal-Mart.,11-10-2013,423,0,0,0,0,0,0
798,"bwResponder ""txzz3""",1,"I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",20-07-2013,506,0,0,0,0,0,0
799,BxBoy51,5,Works as expected. This product has added 32GB memory to my Samsung Galaxy S3. Love it. It adds so much more memory to your device.,11-06-2013,545,0,0,0,0,0,0
800,Byron Foster,5,"Love this micro sd card, but love the fact that I was able to buy it at such a great price!",20-05-2014,202,0,0,0,0,0,0
801,cable guy,4,The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,09-09-2013,455,0,0,0,0,0,0
802,CaffeinatedCajun,5,"Perfect card.  I have it in my Samsung Galaxy S4 and its fast.  no delay in pictures/video writing, and I think I may get a second just to keep on hand.",06-06-2013,550,0,0,0,0,0,0
803,C A,5,"32 GB Micro SD chip. If this is the size and memory amount you desire, this memory card has never failed or had errors on me. 5 stars for that and being the cheapest I could get at the time.",05-08-2014,125,0,0,0,0,0,0
804,Calenture,5,"Fast little memory card. Affordable, good quality. Will be quadrupling my storage space on my device. I never seem to have enough of these",23-11-2013,380,0,0,0,0,0,0
805,Cal,5,Used this in my S4 and in my new S5. Transfer speed is good and it is still performing well after almost a year. I haven't been disappointed with a SanDisk product yet.,24-06-2014,167,0,0,0,0,0,0
806,Callsit Likeiseesit,5,"I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",13-03-2013,635,0,0,0,0,0,0
807,Calvin,5,"Overall, a great purchase with a reasonable price. I have bought 4 units and all working well in various devices",27-04-2014,225,0,0,0,0,0,0
808,Cameljok,5,This card is one of the fastest SD cards on the market. It works great for your Samsung Galaxy Note II. No issues with installation or device recognition. Highly recommended.,22-06-2013,534,1,0,1,1,1,0.206549314
809,Cameron Guernsey,5,"I bought this for my Dell Venue Pro 8 64 GB so that it would boost the Memory to 128 GB.  It is super easy to use, great shipping and I got it very quickly.",28-12-2013,345,0,0,0,0,0,0
810,Cam,5,Got this for my Samsung Galaxy Note 3. Recognized it immediately. Seems to work fast for the pics and videos I've taken. No complaints. The price on these things fluctuates quite a lot. I would recommend to use a price tracker (camel camel camel) on this before purchasing or at least pay attention to the price a couple of days of purchase. The price had dropped by fifteen dollars after it shipped. Amazon's awesome customer service refunded the difference without any trouble. Thanks!,30-11-2013,373,1,0,1,1,1,0.206549314
811,"Campmaster Tom ""There's no place like 127.0.0.1""",5,"Installed this in my Galaxy S 3, no issues, put in, formatted and started taking photos, everything work fast and as expected.",16-02-2013,660,0,0,0,0,0,0
812,Canajun,5,"Was expecting a better and faster, more efficient product, and was not disappointed. Replaced a standard type 32 GB card and this does work remarkably better. Pleased with the purchase.",01-06-2013,555,0,0,0,0,0,0
813,Candace Siebenmorgen,5,"Purchased for my new ASUS Tablet TF701T and as always, SanDisk is reliable!  I've never had one fail in 25 yrs. Very pleased.",22-11-2013,381,0,0,0,0,0,0
814,Can Demirel,5,As usual SanDisk is the best manufacturer for usb and micro SD cards. I'm using this one for my GoPro Hero 3 Black edition and it works really good. I also compared the specs with other Micro SD brands and saw that this one is the best among other micro SD cards,04-10-2014,65,0,0,0,0,0,0
815,"Candy Cane ""Is it just me?""",5,"I've been using this  in my Sony TSX300 camera and have had no problems with quality, speed or function.  S far it works great.  Much cheaper here than at Best Buy",15-07-2013,511,1,0,1,1,1,0.206549314
816,Cannyone,5,Well my sister and I got new phones.  So I didn't want to use our old memory cards.  And from what I could tell this product represented the best combination of speed and price.  Plus I'm familiar with SanDisk brand.  They have been working perfectly for us for about a month now and I don't expect that to change.,28-03-2014,255,0,1,1,-1,0,0
817,Canyon A. Balestrino,5,Perfect.Get the 32gb.,07-01-2014,335,0,0,0,0,0,0
818,"Cap'n Stoob ""Stoob""",1,"I put this in my Galaxy Note II and put a bunch of music and PDFs on it.  I also used it to save videos and photos.  It worked well for about 2 months then, on Christmas Day (today), it said that there was an error reading the card and the card was now blank.  My phone no longer recognizes the card and even putting it into its adapter and sticking it in the SDHC reader of my laptop doesn't work.If this is SanDisk Quality, then I am not impressed.  I am going to have to deal with their warranty replacement but I'd rather have a refund than get another card that might fail after 2 months...",25-12-2012,713,2,0,2,2,1,0.342380228
819,CAPS ON!,4,"SanDisk were the first Memory cards I came across years ago.  I think they hold up very well against the competition.  They are inexpensive and do the job.  I am a huge Kingston fan, but the price of this card was too hard to pass up.I currently have it in my phone for Photo & Video storage.  So far, no complaints.",03-06-2014,188,0,0,0,0,0,0
820,CaptAdams35,5,"By far the best MicroSD card I've ever used. It's precise, fast and secure, what more can you ask for? Whether it was photos, music or even a few movies, this recorded, played and transferred data flawlessly. Very highly recommend",23-04-2014,229,0,0,0,0,0,0
